,f_load,year,month,day,hour,weekday,holiday,fz,LUZ0
2016-06-01T12:00:00,7274,2016,6,1,12,2,0,1,12.52
2016-06-01T13:00:00,7104,2016,6,1,13,2,0,2,12.59
2016-06-01T14:00:00,6996,2016,6,1,14,2,0,2,13.03
2016-06-01T15:00:00,6876,2016,6,1,15,2,0,2,13.66
2016-06-01T16:00:00,6696,2016,6,1,16,2,0,2,13.91
2016-06-01T17:00:00,6776,2016,6,1,17,2,0,1,14.85
2016-06-01T18:00:00,6614,2016,6,1,18,2,0,2,15.67
2016-06-01T19:00:00,6418,2016,6,1,19,2,0,2,16.75
2016-06-01T20:00:00,6436,2016,6,1,20,2,0,1,17.59
2016-06-01T21:00:00,6303,2016,6,1,21,2,0,2,17.96
2016-06-01T22:00:00,5927,2016,6,1,22,2,0,2,18.03
2016-06-01T23:00:00,6407,2016,6,1,23,2,0,1,18.09
2016-06-02T00:00:00,6434,2016,6,2,0,3,0,1,18.58
2016-06-02T01:00:00,6273,2016,6,2,1,3,0,2,17.25
2016-06-02T02:00:00,6206,2016,6,2,2,3,0,2,16.54
2016-06-02T03:00:00,6125,2016,6,2,3,3,0,2,15.76
2016-06-02T04:00:00,6357,2016,6,2,4,3,0,1,15.07
2016-06-02T05:00:00,6162,2016,6,2,5,3,0,2,14.62
2016-06-02T06:00:00,7013,2016,6,2,6,3,0,1,14.15
2016-06-02T07:00:00,7555,2016,6,2,7,3,0,1,13.89
2016-06-02T08:00:00,7666,2016,6,2,8,3,0,1,13.64
2016-06-02T09:00:00,7849,2016,6,2,9,3,0,1,13.49
2016-06-02T10:00:00,8071,2016,6,2,10,3,0,1,13.37
2016-06-02T11:00:00,7496,2016,6,2,11,3,0,2,13.22
2016-06-02T12:00:00,7465,2016,6,2,12,3,0,2,13.19
2016-06-02T13:00:00,7379,2016,6,2,13,3,0,2,13.18
2016-06-02T14:00:00,7233,2016,6,2,14,3,0,2,13.43
2016-06-02T15:00:00,7102,2016,6,2,15,3,0,2,13.64
2016-06-02T16:00:00,6875,2016,6,2,16,3,0,2,14.14
2016-06-02T17:00:00,6905,2016,6,2,17,3,0,1,14.67
2016-06-02T18:00:00,6717,2016,6,2,18,3,0,2,15.5
2016-06-02T19:00:00,6503,2016,6,2,19,3,0,2,16.37
2016-06-02T20:00:00,6437,2016,6,2,20,3,0,2,17.18
2016-06-02T21:00:00,6333,2016,6,2,21,3,0,2,17.16
2016-06-02T22:00:00,5870,2016,6,2,22,3,0,2,17.09
2016-06-02T23:00:00,6180,2016,6,2,23,3,0,1,16.83
2016-06-03T00:00:00,6353,2016,6,3,0,4,0,1,16.63
2016-06-03T01:00:00,6257,2016,6,3,1,4,0,2,16.31
2016-06-03T02:00:00,6252,2016,6,3,2,4,0,2,15.91
2016-06-03T03:00:00,6064,2016,6,3,3,4,0,2,15.26
2016-06-03T04:00:00,6213,2016,6,3,4,4,0,1,14.81
2016-06-03T05:00:00,6160,2016,6,3,5,4,0,2,14.42
2016-06-03T06:00:00,6946,2016,6,3,6,4,0,1,14.21
2016-06-03T07:00:00,7478,2016,6,3,7,4,0,1,13.99
2016-06-03T08:00:00,7602,2016,6,3,8,4,0,1,13.85
2016-06-03T09:00:00,7772,2016,6,3,9,4,0,1,13.72
2016-06-03T10:00:00,7894,2016,6,3,10,4,0,1,13.55
2016-06-03T11:00:00,7409,2016,6,3,11,4,0,2,13.49
2016-06-03T12:00:00,7504,2016,6,3,12,4,0,1,13.34
2016-06-03T13:00:00,7388,2016,6,3,13,4,0,2,13.33
2016-06-03T14:00:00,7145,2016,6,3,14,4,0,2,13.51
2016-06-03T15:00:00,6825,2016,6,3,15,4,0,2,13.8
2016-06-03T16:00:00,6669,2016,6,3,16,4,0,2,14.28
2016-06-03T17:00:00,6646,2016,6,3,17,4,0,2,14.84
2016-06-03T18:00:00,6510,2016,6,3,18,4,0,2,15.34
2016-06-03T19:00:00,6304,2016,6,3,19,4,0,2,16.07
2016-06-03T20:00:00,6287,2016,6,3,20,4,0,2,16.52
2016-06-03T21:00:00,6223,2016,6,3,21,4,0,2,16.81
2016-06-03T22:00:00,5929,2016,6,3,22,4,0,2,17.1
2016-06-03T23:00:00,5722,2016,6,3,23,4,0,2,17.35
2016-06-04T00:00:00,6024,2016,6,4,0,5,0,1,17.12
2016-06-04T01:00:00,6140,2016,6,4,1,5,0,1,16.46
2016-06-04T02:00:00,5996,2016,6,4,2,5,0,2,15.86
2016-06-04T03:00:00,5785,2016,6,4,3,5,0,2,15.43
2016-06-04T04:00:00,5813,2016,6,4,4,5,0,1,14.81
2016-06-04T05:00:00,5938,2016,6,4,5,5,0,1,14.36
2016-06-04T06:00:00,5813,2016,6,4,6,5,0,2,14.17
2016-06-04T07:00:00,5571,2016,6,4,7,5,0,2,14.05
2016-06-04T08:00:00,5837,2016,6,4,8,5,0,1,13.77
2016-06-04T09:00:00,6121,2016,6,4,9,5,0,1,13.69
2016-06-04T10:00:00,6252,2016,6,4,10,5,0,1,13.63
2016-06-04T11:00:00,6266,2016,6,4,11,5,0,1,13.54
2016-06-04T12:00:00,6606,2016,6,4,12,5,0,1,13.44
2016-06-04T13:00:00,6654,2016,6,4,13,5,0,1,13.77
2016-06-04T14:00:00,6432,2016,6,4,14,5,0,2,14.27
2016-06-04T15:00:00,6325,2016,6,4,15,5,0,2,14.63
2016-06-04T16:00:00,6014,2016,6,4,16,5,0,2,15.39
2016-06-04T17:00:00,5920,2016,6,4,17,5,0,2,16.24
2016-06-04T18:00:00,5766,2016,6,4,18,5,0,2,16.6
2016-06-04T19:00:00,5641,2016,6,4,19,5,0,2,16.82
2016-06-04T20:00:00,5673,2016,6,4,20,5,0,1,16.99
2016-06-04T21:00:00,5767,2016,6,4,21,5,0,1,17.3
2016-06-04T22:00:00,5568,2016,6,4,22,5,0,2,16.74
2016-06-04T23:00:00,5726,2016,6,4,23,5,0,1,16.63
2016-06-05T00:00:00,5831,2016,6,5,0,6,0,1,16.77
2016-06-05T01:00:00,5766,2016,6,5,1,6,0,2,16.74
2016-06-05T02:00:00,5605,2016,6,5,2,6,0,2,16.18
2016-06-05T03:00:00,5485,2016,6,5,3,6,0,2,15.56
2016-06-05T04:00:00,5484,2016,6,5,4,6,0,2,14.82
2016-06-05T05:00:00,5382,2016,6,5,5,6,0,2,14.57
2016-06-05T06:00:00,5409,2016,6,5,6,6,0,1,14.33
2016-06-05T07:00:00,5442,2016,6,5,7,6,0,1,14.23
2016-06-05T08:00:00,5731,2016,6,5,8,6,0,1,14.02
2016-06-05T09:00:00,6199,2016,6,5,9,6,0,1,13.9
2016-06-05T10:00:00,6234,2016,6,5,10,6,0,1,13.79
2016-06-05T11:00:00,6431,2016,6,5,11,6,0,1,13.75
2016-06-05T12:00:00,6420,2016,6,5,12,6,0,2,13.78
2016-06-05T13:00:00,6343,2016,6,5,13,6,0,2,13.99
2016-06-05T14:00:00,6253,2016,6,5,14,6,0,2,14.68
2016-06-05T15:00:00,6287,2016,6,5,15,6,0,1,15.57
2016-06-05T16:00:00,6338,2016,6,5,16,6,0,1,16.34
2016-06-05T17:00:00,5670,2016,6,5,17,6,0,2,17.41
2016-06-05T18:00:00,5492,2016,6,5,18,6,0,2,17.96
2016-06-05T19:00:00,5408,2016,6,5,19,6,0,2,18.37
2016-06-05T20:00:00,5623,2016,6,5,20,6,0,1,18.21
2016-06-05T21:00:00,5701,2016,6,5,21,6,0,1,17.3
2016-06-05T22:00:00,5432,2016,6,5,22,6,0,2,16.87
2016-06-05T23:00:00,5314,2016,6,5,23,6,0,2,17.24
2016-06-06T00:00:00,5361,2016,6,6,0,0,0,1,17.72
2016-06-06T01:00:00,5654,2016,6,6,1,0,0,1,17.91
2016-06-06T02:00:00,5624,2016,6,6,2,0,0,2,17.45
2016-06-06T03:00:00,5621,2016,6,6,3,0,0,2,16.44
2016-06-06T04:00:00,5666,2016,6,6,4,0,0,1,15.64
2016-06-06T05:00:00,5933,2016,6,6,5,0,0,1,15.27
2016-06-06T06:00:00,6648,2016,6,6,6,0,0,1,15.0
2016-06-06T07:00:00,7153,2016,6,6,7,0,0,1,14.46
2016-06-06T08:00:00,7207,2016,6,6,8,0,0,1,13.57
2016-06-06T09:00:00,7371,2016,6,6,9,0,0,1,12.93
2016-06-06T10:00:00,7701,2016,6,6,10,0,0,1,12.47
2016-06-06T11:00:00,7381,2016,6,6,11,0,0,2,12.14
2016-06-06T12:00:00,7290,2016,6,6,12,0,0,2,12.16
2016-06-06T13:00:00,7233,2016,6,6,13,0,0,2,12.7
2016-06-06T14:00:00,7176,2016,6,6,14,0,0,2,13.97
2016-06-06T15:00:00,7050,2016,6,6,15,0,0,2,16.0
2016-06-06T16:00:00,6749,2016,6,6,16,0,0,2,17.7
2016-06-06T17:00:00,6639,2016,6,6,17,0,0,2,18.63
2016-06-06T18:00:00,6436,2016,6,6,18,0,0,2,19.8
2016-06-06T19:00:00,6192,2016,6,6,19,0,0,2,20.97
2016-06-06T20:00:00,6189,2016,6,6,20,0,0,2,21.91
2016-06-06T21:00:00,6175,2016,6,6,21,0,0,2,22.63
2016-06-06T22:00:00,5791,2016,6,6,22,0,0,2,22.98
2016-06-06T23:00:00,5842,2016,6,6,23,0,0,1,23.43
2016-06-07T00:00:00,5844,2016,6,7,0,1,0,1,23.43
2016-06-07T01:00:00,6027,2016,6,7,1,1,0,1,23.12
2016-06-07T02:00:00,5974,2016,6,7,2,1,0,2,22.01
2016-06-07T03:00:00,5846,2016,6,7,3,1,0,2,20.63
2016-06-07T04:00:00,5979,2016,6,7,4,1,0,1,18.79
2016-06-07T05:00:00,6096,2016,6,7,5,1,0,1,17.62
2016-06-07T06:00:00,6668,2016,6,7,6,1,0,1,16.95
2016-06-07T07:00:00,7112,2016,6,7,7,1,0,1,16.36
2016-06-07T08:00:00,7169,2016,6,7,8,1,0,1,15.63
2016-06-07T09:00:00,7357,2016,6,7,9,1,0,1,15.05
2016-06-07T10:00:00,7637,2016,6,7,10,1,0,1,14.75
2016-06-07T11:00:00,7229,2016,6,7,11,1,0,2,13.84
2016-06-07T12:00:00,7290,2016,6,7,12,1,0,1,14.01
2016-06-07T13:00:00,7290,2016,6,7,13,1,0,3,14.86
2016-06-07T14:00:00,7162,2016,6,7,14,1,0,2,16.66
2016-06-07T15:00:00,7003,2016,6,7,15,1,0,2,18.68
2016-06-07T16:00:00,6825,2016,6,7,16,1,0,2,20.18
2016-06-07T17:00:00,6816,2016,6,7,17,1,0,2,22.02
2016-06-07T18:00:00,6556,2016,6,7,18,1,0,2,23.23
2016-06-07T19:00:00,6276,2016,6,7,19,1,0,2,24.07
2016-06-07T20:00:00,6323,2016,6,7,20,1,0,1,23.22
2016-06-07T21:00:00,6282,2016,6,7,21,1,0,2,22.06
2016-06-07T22:00:00,5807,2016,6,7,22,1,0,2,21.75
2016-06-07T23:00:00,5739,2016,6,7,23,1,0,2,21.93
2016-06-08T00:00:00,5990,2016,6,8,0,2,0,1,22.16
2016-06-08T01:00:00,6101,2016,6,8,1,2,0,1,22.08
2016-06-08T02:00:00,6041,2016,6,8,2,2,0,2,21.04
2016-06-08T03:00:00,5751,2016,6,8,3,2,0,2,19.65
2016-06-08T04:00:00,5745,2016,6,8,4,2,0,2,18.31
2016-06-08T05:00:00,5965,2016,6,8,5,2,0,1,17.66
2016-06-08T06:00:00,6766,2016,6,8,6,2,0,1,17.16
2016-06-08T07:00:00,7306,2016,6,8,7,2,0,1,16.56
2016-06-08T08:00:00,7525,2016,6,8,8,2,0,1,15.91
2016-06-08T09:00:00,7799,2016,6,8,9,2,0,1,15.89
2016-06-08T10:00:00,8116,2016,6,8,10,2,0,1,15.76
2016-06-08T11:00:00,7614,2016,6,8,11,2,0,2,15.56
2016-06-08T12:00:00,7640,2016,6,8,12,2,0,1,15.49
2016-06-08T13:00:00,7560,2016,6,8,13,2,0,2,15.57
2016-06-08T14:00:00,7391,2016,6,8,14,2,0,2,15.89
2016-06-08T15:00:00,7246,2016,6,8,15,2,0,2,16.39
2016-06-08T16:00:00,7103,2016,6,8,16,2,0,2,17.32
2016-06-08T17:00:00,7012,2016,6,8,17,2,0,2,17.05
2016-06-08T18:00:00,6751,2016,6,8,18,2,0,2,16.1
2016-06-08T19:00:00,6457,2016,6,8,19,2,0,2,16.15
2016-06-08T20:00:00,6393,2016,6,8,20,2,0,2,16.35
2016-06-08T21:00:00,6242,2016,6,8,21,2,0,2,16.63
2016-06-08T22:00:00,5814,2016,6,8,22,2,0,2,16.37
2016-06-08T23:00:00,5807,2016,6,8,23,2,0,2,15.98
2016-06-09T00:00:00,6262,2016,6,9,0,3,0,1,16.18
2016-06-09T01:00:00,6171,2016,6,9,1,3,0,2,16.09
2016-06-09T02:00:00,6005,2016,6,9,2,3,0,2,15.63
2016-06-09T03:00:00,5818,2016,6,9,3,3,0,2,15.25
2016-06-09T04:00:00,5917,2016,6,9,4,3,0,1,14.92
2016-06-09T05:00:00,6064,2016,6,9,5,3,0,1,14.8
2016-06-09T06:00:00,6847,2016,6,9,6,3,0,1,14.62
2016-06-09T07:00:00,7370,2016,6,9,7,3,0,1,14.5
2016-06-09T08:00:00,7486,2016,6,9,8,3,0,1,14.4
2016-06-09T09:00:00,7717,2016,6,9,9,3,0,1,14.36
2016-06-09T10:00:00,7958,2016,6,9,10,3,0,1,14.36
2016-06-09T11:00:00,7374,2016,6,9,11,3,0,2,14.24
2016-06-09T12:00:00,7299,2016,6,9,12,3,0,2,14.24
2016-06-09T13:00:00,7138,2016,6,9,13,3,0,2,14.19
2016-06-09T14:00:00,7046,2016,6,9,14,3,0,2,14.34
2016-06-09T15:00:00,6912,2016,6,9,15,3,0,2,14.57
2016-06-09T16:00:00,6677,2016,6,9,16,3,0,2,14.76
2016-06-09T17:00:00,6630,2016,6,9,17,3,0,2,14.77
2016-06-09T18:00:00,6444,2016,6,9,18,3,0,2,14.92
2016-06-09T19:00:00,6238,2016,6,9,19,3,0,2,15.5
2016-06-09T20:00:00,6249,2016,6,9,20,3,0,1,16.68
2016-06-09T21:00:00,6239,2016,6,9,21,3,0,2,17.85
2016-06-09T22:00:00,5805,2016,6,9,22,3,0,2,18.95
2016-06-09T23:00:00,5953,2016,6,9,23,3,0,1,19.51
2016-06-10T00:00:00,6086,2016,6,10,0,4,0,1,19.53
2016-06-10T01:00:00,6206,2016,6,10,1,4,0,1,18.99
2016-06-10T02:00:00,6125,2016,6,10,2,4,0,2,17.38
2016-06-10T03:00:00,6039,2016,6,10,3,4,0,2,16.22
2016-06-10T04:00:00,6200,2016,6,10,4,4,0,1,15.25
2016-06-10T05:00:00,5940,2016,6,10,5,4,0,2,14.44
2016-06-10T06:00:00,6589,2016,6,10,6,4,0,1,13.46
2016-06-10T07:00:00,6943,2016,6,10,7,4,0,1,12.45
2016-06-10T08:00:00,7017,2016,6,10,8,4,0,1,11.72
2016-06-10T09:00:00,7176,2016,6,10,9,4,0,1,10.84
2016-06-10T10:00:00,7368,2016,6,10,10,4,0,1,10.35
2016-06-10T11:00:00,7001,2016,6,10,11,4,0,2,10.15
2016-06-10T12:00:00,7041,2016,6,10,12,4,0,1,9.7
2016-06-10T13:00:00,6898,2016,6,10,13,4,0,2,10.65
2016-06-10T14:00:00,6684,2016,6,10,14,4,0,2,12.77
2016-06-10T15:00:00,6495,2016,6,10,15,4,0,2,14.99
2016-06-10T16:00:00,6356,2016,6,10,16,4,0,2,17.11
2016-06-10T17:00:00,6352,2016,6,10,17,4,0,2,18.46
2016-06-10T18:00:00,6163,2016,6,10,18,4,0,2,19.97
2016-06-10T19:00:00,5955,2016,6,10,19,4,0,2,21.27
2016-06-10T20:00:00,5984,2016,6,10,20,4,0,1,22.16
2016-06-10T21:00:00,5965,2016,6,10,21,4,0,2,22.76
2016-06-10T22:00:00,5640,2016,6,10,22,4,0,2,23.29
2016-06-10T23:00:00,5515,2016,6,10,23,4,0,2,23.44
2016-06-11T00:00:00,5605,2016,6,11,0,5,0,1,23.24
2016-06-11T01:00:00,5577,2016,6,11,1,5,0,2,22.57
2016-06-11T02:00:00,5826,2016,6,11,2,5,0,1,21.07
2016-06-11T03:00:00,5578,2016,6,11,3,5,0,2,19.41
2016-06-11T04:00:00,5562,2016,6,11,4,5,0,2,18.08
2016-06-11T05:00:00,5581,2016,6,11,5,5,0,1,17.33
2016-06-11T06:00:00,5534,2016,6,11,6,5,0,2,16.86
2016-06-11T07:00:00,5467,2016,6,11,7,5,0,2,16.27
2016-06-11T08:00:00,5817,2016,6,11,8,5,0,1,16.35
2016-06-11T09:00:00,5986,2016,6,11,9,5,0,1,15.89
2016-06-11T10:00:00,6105,2016,6,11,10,5,0,1,15.47
2016-06-11T11:00:00,6035,2016,6,11,11,5,0,2,15.38
2016-06-11T12:00:00,5961,2016,6,11,12,5,0,2,15.06
2016-06-11T13:00:00,5891,2016,6,11,13,5,0,2,14.85
2016-06-11T14:00:00,5960,2016,6,11,14,5,0,1,14.95
2016-06-11T15:00:00,5826,2016,6,11,15,5,0,2,15.62
2016-06-11T16:00:00,5745,2016,6,11,16,5,0,2,16.09
2016-06-11T17:00:00,5798,2016,6,11,17,5,0,1,15.9
2016-06-11T18:00:00,5670,2016,6,11,18,5,0,2,15.89
2016-06-11T19:00:00,5463,2016,6,11,19,5,0,2,17.36
2016-06-11T20:00:00,5516,2016,6,11,20,5,0,1,17.59
2016-06-11T21:00:00,5531,2016,6,11,21,5,0,1,16.62
2016-06-11T22:00:00,5234,2016,6,11,22,5,0,2,17.5
2016-06-11T23:00:00,5740,2016,6,11,23,5,0,1,17.97
2016-06-12T00:00:00,5733,2016,6,12,0,6,0,2,17.23
2016-06-12T01:00:00,5703,2016,6,12,1,6,0,2,17.08
2016-06-12T02:00:00,5617,2016,6,12,2,6,0,2,16.55
2016-06-12T03:00:00,5433,2016,6,12,3,6,0,2,15.94
2016-06-12T04:00:00,5370,2016,6,12,4,6,0,2,15.09
2016-06-12T05:00:00,5314,2016,6,12,5,6,0,2,14.89
2016-06-12T06:00:00,5406,2016,6,12,6,6,0,1,14.65
2016-06-12T07:00:00,5443,2016,6,12,7,6,0,1,14.07
2016-06-12T08:00:00,5440,2016,6,12,8,6,0,2,13.76
2016-06-12T09:00:00,6005,2016,6,12,9,6,0,1,13.4
2016-06-12T10:00:00,6343,2016,6,12,10,6,0,1,13.22
2016-06-12T11:00:00,6607,2016,6,12,11,6,0,1,13.16
2016-06-12T12:00:00,6445,2016,6,12,12,6,0,2,13.05
2016-06-12T13:00:00,6281,2016,6,12,13,6,0,2,13.41
2016-06-12T14:00:00,6266,2016,6,12,14,6,0,2,14.72
2016-06-12T15:00:00,6242,2016,6,12,15,6,0,2,16.32
2016-06-12T16:00:00,6073,2016,6,12,16,6,0,2,17.28
2016-06-12T17:00:00,5497,2016,6,12,17,6,0,2,17.91
2016-06-12T18:00:00,5469,2016,6,12,18,6,0,2,16.76
2016-06-12T19:00:00,5416,2016,6,12,19,6,0,2,16.6
2016-06-12T20:00:00,5537,2016,6,12,20,6,0,1,16.16
2016-06-12T21:00:00,5561,2016,6,12,21,6,0,1,16.36
2016-06-12T22:00:00,5406,2016,6,12,22,6,0,2,16.47
2016-06-12T23:00:00,5941,2016,6,12,23,6,0,1,16.49
2016-06-13T00:00:00,5891,2016,6,13,0,0,0,2,16.6
2016-06-13T01:00:00,5921,2016,6,13,1,0,0,1,16.57
2016-06-13T02:00:00,5833,2016,6,13,2,0,0,2,16.15
2016-06-13T03:00:00,5763,2016,6,13,3,0,0,2,15.61
2016-06-13T04:00:00,6046,2016,6,13,4,0,0,1,15.12
2016-06-13T05:00:00,5895,2016,6,13,5,0,0,2,14.83
2016-06-13T06:00:00,6762,2016,6,13,6,0,0,1,14.5
2016-06-13T07:00:00,7256,2016,6,13,7,0,0,1,13.91
2016-06-13T08:00:00,7347,2016,6,13,8,0,0,1,13.42
2016-06-13T09:00:00,7562,2016,6,13,9,0,0,1,13.4
2016-06-13T10:00:00,7859,2016,6,13,10,0,0,1,13.33
2016-06-13T11:00:00,7436,2016,6,13,11,0,0,2,13.31
2016-06-13T12:00:00,7446,2016,6,13,12,0,0,1,13.33
2016-06-13T13:00:00,7310,2016,6,13,13,0,0,2,13.23
2016-06-13T14:00:00,7168,2016,6,13,14,0,0,2,13.58
2016-06-13T15:00:00,7021,2016,6,13,15,0,0,2,14.24
2016-06-13T16:00:00,6868,2016,6,13,16,0,0,2,14.75
2016-06-13T17:00:00,6904,2016,6,13,17,0,0,1,15.19
2016-06-13T18:00:00,6705,2016,6,13,18,0,0,2,15.75
2016-06-13T19:00:00,6498,2016,6,13,19,0,0,2,16.35
2016-06-13T20:00:00,6383,2016,6,13,20,0,0,2,16.57
2016-06-13T21:00:00,6262,2016,6,13,21,0,0,2,17.28
2016-06-13T22:00:00,5768,2016,6,13,22,0,0,2,18.04
2016-06-13T23:00:00,5803,2016,6,13,23,0,0,1,18.14
2016-06-14T00:00:00,5930,2016,6,14,0,1,0,1,17.38
2016-06-14T01:00:00,6118,2016,6,14,1,1,0,1,16.79
2016-06-14T02:00:00,5998,2016,6,14,2,1,0,2,15.74
2016-06-14T03:00:00,5761,2016,6,14,3,1,0,2,14.98
2016-06-14T04:00:00,5754,2016,6,14,4,1,0,2,14.21
2016-06-14T05:00:00,6057,2016,6,14,5,1,0,1,13.86
2016-06-14T06:00:00,6826,2016,6,14,6,1,0,1,13.74
2016-06-14T07:00:00,7267,2016,6,14,7,1,0,1,13.62
2016-06-14T08:00:00,7367,2016,6,14,8,1,0,1,13.53
2016-06-14T09:00:00,7587,2016,6,14,9,1,0,1,13.34
2016-06-14T10:00:00,7861,2016,6,14,10,1,0,1,13.2
2016-06-14T11:00:00,7595,2016,6,14,11,1,0,2,13.14
2016-06-14T12:00:00,7445,2016,6,14,12,1,0,2,13.07
2016-06-14T13:00:00,7352,2016,6,14,13,1,0,2,13.15
2016-06-14T14:00:00,7255,2016,6,14,14,1,0,2,13.9
2016-06-14T15:00:00,7101,2016,6,14,15,1,0,2,14.79
2016-06-14T16:00:00,6861,2016,6,14,16,1,0,2,15.62
2016-06-14T17:00:00,6795,2016,6,14,17,1,0,2,15.7
2016-06-14T18:00:00,6579,2016,6,14,18,1,0,2,15.69
2016-06-14T19:00:00,6342,2016,6,14,19,1,0,2,16.17
2016-06-14T20:00:00,6367,2016,6,14,20,1,0,1,16.61
2016-06-14T21:00:00,6408,2016,6,14,21,1,0,1,17.29
2016-06-14T22:00:00,6117,2016,6,14,22,1,0,2,16.97
2016-06-14T23:00:00,5906,2016,6,14,23,1,0,2,16.28
2016-06-15T00:00:00,5718,2016,6,15,0,2,0,2,15.78
2016-06-15T01:00:00,5725,2016,6,15,1,2,0,1,15.05
2016-06-15T02:00:00,5683,2016,6,15,2,2,0,2,14.59
2016-06-15T03:00:00,5627,2016,6,15,3,2,0,2,14.0
2016-06-15T04:00:00,5612,2016,6,15,4,2,0,2,13.25
2016-06-15T05:00:00,6055,2016,6,15,5,2,0,1,12.79
2016-06-15T06:00:00,6850,2016,6,15,6,2,0,1,11.92
2016-06-15T07:00:00,7305,2016,6,15,7,2,0,1,11.93
2016-06-15T08:00:00,7438,2016,6,15,8,2,0,1,11.88
2016-06-15T09:00:00,7566,2016,6,15,9,2,0,1,11.52
2016-06-15T10:00:00,7742,2016,6,15,10,2,0,1,11.22
2016-06-15T11:00:00,7286,2016,6,15,11,2,0,2,10.42
2016-06-15T12:00:00,7353,2016,6,15,12,2,0,1,10.27
2016-06-15T13:00:00,7211,2016,6,15,13,2,0,2,10.97
2016-06-15T14:00:00,7090,2016,6,15,14,2,0,2,11.81
2016-06-15T15:00:00,6994,2016,6,15,15,2,0,2,12.59
2016-06-15T16:00:00,6771,2016,6,15,16,2,0,2,13.44
2016-06-15T17:00:00,6668,2016,6,15,17,2,0,2,15.19
2016-06-15T18:00:00,6396,2016,6,15,18,2,0,2,15.98
2016-06-15T19:00:00,6236,2016,6,15,19,2,0,2,17.19
2016-06-15T20:00:00,6226,2016,6,15,20,2,0,2,17.98
2016-06-15T21:00:00,6305,2016,6,15,21,2,0,1,18.27
2016-06-15T22:00:00,5969,2016,6,15,22,2,0,2,16.64
2016-06-15T23:00:00,5873,2016,6,15,23,2,0,2,16.75
2016-06-16T00:00:00,5778,2016,6,16,0,3,0,2,16.71
2016-06-16T01:00:00,5839,2016,6,16,1,3,0,1,15.88
2016-06-16T02:00:00,5813,2016,6,16,2,3,0,2,15.45
2016-06-16T03:00:00,5608,2016,6,16,3,3,0,2,14.61
2016-06-16T04:00:00,5730,2016,6,16,4,3,0,1,14.08
2016-06-16T05:00:00,6135,2016,6,16,5,3,0,1,13.72
2016-06-16T06:00:00,6977,2016,6,16,6,3,0,1,13.44
2016-06-16T07:00:00,7491,2016,6,16,7,3,0,1,13.06
2016-06-16T08:00:00,7643,2016,6,16,8,3,0,1,12.62
2016-06-16T09:00:00,7841,2016,6,16,9,3,0,1,12.51
2016-06-16T10:00:00,8083,2016,6,16,10,3,0,1,12.68
2016-06-16T11:00:00,7622,2016,6,16,11,3,0,2,12.81
2016-06-16T12:00:00,7646,2016,6,16,12,3,0,1,12.78
2016-06-16T13:00:00,7487,2016,6,16,13,3,0,2,12.98
2016-06-16T14:00:00,7379,2016,6,16,14,3,0,2,13.08
2016-06-16T15:00:00,7364,2016,6,16,15,3,0,2,13.19
2016-06-16T16:00:00,7264,2016,6,16,16,3,0,2,13.59
2016-06-16T17:00:00,7219,2016,6,16,17,3,0,2,13.73
2016-06-16T18:00:00,6989,2016,6,16,18,3,0,2,14.09
2016-06-16T19:00:00,6740,2016,6,16,19,3,0,2,14.45
2016-06-16T20:00:00,6589,2016,6,16,20,3,0,2,14.81
2016-06-16T21:00:00,6491,2016,6,16,21,3,0,2,15.53
2016-06-16T22:00:00,6172,2016,6,16,22,3,0,2,15.89
2016-06-16T23:00:00,6019,2016,6,16,23,3,0,2,15.15
2016-06-17T00:00:00,6002,2016,6,17,0,4,0,2,14.77
2016-06-17T01:00:00,6194,2016,6,17,1,4,0,1,14.4
2016-06-17T02:00:00,6185,2016,6,17,2,4,0,2,13.89
2016-06-17T03:00:00,5931,2016,6,17,3,4,0,2,13.45
2016-06-17T04:00:00,6011,2016,6,17,4,4,0,1,12.94
2016-06-17T05:00:00,6344,2016,6,17,5,4,0,1,12.43
2016-06-17T06:00:00,6988,2016,6,17,6,4,0,1,11.79
2016-06-17T07:00:00,7415,2016,6,17,7,4,0,1,11.15
2016-06-17T08:00:00,7491,2016,6,17,8,4,0,1,10.84
2016-06-17T09:00:00,7600,2016,6,17,9,4,0,1,10.71
2016-06-17T10:00:00,7758,2016,6,17,10,4,0,1,10.56
2016-06-17T11:00:00,7272,2016,6,17,11,4,0,2,10.36
2016-06-17T12:00:00,7243,2016,6,17,12,4,0,2,10.33
2016-06-17T13:00:00,7234,2016,6,17,13,4,0,2,10.46
2016-06-17T14:00:00,7069,2016,6,17,14,4,0,2,11.02
2016-06-17T15:00:00,6869,2016,6,17,15,4,0,2,11.91
2016-06-17T16:00:00,6760,2016,6,17,16,4,0,2,12.93
2016-06-17T17:00:00,6736,2016,6,17,17,4,0,2,14.1
2016-06-17T18:00:00,6515,2016,6,17,18,4,0,2,15.92
2016-06-17T19:00:00,6292,2016,6,17,19,4,0,2,16.88
2016-06-17T20:00:00,6322,2016,6,17,20,4,0,1,17.17
2016-06-17T21:00:00,6339,2016,6,17,21,4,0,1,17.89
2016-06-17T22:00:00,5994,2016,6,17,22,4,0,2,18.34
2016-06-17T23:00:00,6229,2016,6,17,23,4,0,1,18.52
2016-06-18T00:00:00,6471,2016,6,18,0,5,0,1,18.37
2016-06-18T01:00:00,6281,2016,6,18,1,5,0,2,17.78
2016-06-18T02:00:00,6138,2016,6,18,2,5,0,2,17.23
